Fatura No;TARIH;STOK ADI;SATIS ADEDI;FIYAT;Kasiyer
F15194;01.03.2025;Cheesecake Dilim;28;188.4;Mehmet
F32428;20.03.2025;Cheesecake Dilim;19;107.74;Mehmet
F17200;01.03.2025;Cheesecake Dilim;17;63.04;Ayşe
F21337;13.03.2025;Cheesecake Dilim;27;152.44;Ayşe
F58015;24.03.2025;Cheesecake Dilim;25;176.6;Mehmet
F69351;24.03.2025;Cheesecake Dilim;27;106.73;Zeynep
F77375;06.03.2025;Cheesecake Dilim;30;121.67;Zeynep
F97410;02.03.2025;Cheesecake Dilim;21;106.63;Ayşe
F21316;11.03.2025;Cheesecake Dilim;9;132.92;Zeynep
F84798;28.03.2025;Cheesecake Dilim;2;138.92;Mehmet
F43270;24.03.2025;Cheesecake Dilim;17;177.4;Ayşe
F35183;07.03.2025;Cheesecake Dilim;46;52.29;Ayşe
F70472;08.03.2025;Cheesecake Dilim;23;48.71;Mehmet
F58614;27.03.2025;Cheesecake Dilim;24;66.44;Ayşe
F35180;19.03.2025;San Sebastian;26;147.72;Mehmet
F54279;07.03.2025;San Sebastian;14;138.44;Ayşe
F22411;06.03.2025;San Sebastian;25;83.63;Ayşe
F17294;25.03.2025;San Sebastian;36;184.68;Mehmet
F97250;01.03.2025;San Sebastian;32;67.88;Mehmet
F16229;15.03.2025;San Sebastian;54;121.79;Zeynep
F17238;16.03.2025;San Sebastian;40;134.2;Ayşe
F32017;20.03.2025;San Sebastian;37;77.35;Mehmet
F25589;07.03.2025;San Sebastian;24;148.9;Mehmet
F85118;06.03.2025;San Sebastian;35;62.11;Zeynep
F38572;04.03.2025;San Sebastian;35;76.74;Zeynep
F71394;11.03.2025;San Sebastian;23;103.68;Ayşe
F67088;03.03.2025;San Sebastian;37;127.76;Mehmet
F34576;16.03.2025;San Sebastian;36;58.48;Zeynep
F99114;05.03.2025;San Sebastian;32;85.87;Ayşe
F34484;23.03.2025;San Sebastian;61;101.09;Ayşe
F80915;15.03.2025;San Sebastian;21;152.06;Mehmet
F66789;08.03.2025;San Sebastian;26;181.77;Zeynep
F11453;24.03.2025;San Sebastian;32;123.67;Mehmet
F48923;25.03.2025;Brownie;7;65.45;Mehmet
F41081;12.03.2025;Brownie;12;75.31;Mehmet
F42324;01.03.2025;Brownie;4;59.75;Mehmet
F50843;03.03.2025;Brownie;1;76.81;Zeynep
F77731;25.03.2025;Brownie;8;181.29;Zeynep
F43142;21.03.2025;Brownie;7;177.06;Mehmet
F64213;08.03.2025;Brownie;8;47.48;Ayşe
F86028;12.03.2025;Brownie;8;119.44;Ayşe
F53842;06.03.2025;Brownie;3;55.24;Zeynep
F62382;15.03.2025;Brownie;12;169.57;Mehmet
F74355;18.03.2025;Brownie;6;70.71;Zeynep
F67380;16.03.2025;Brownie;4;87.92;Mehmet
F27257;14.03.2025;Brownie;12;76.66;Ayşe
F44718;14.03.2025;Brownie;5;77.25;Zeynep
F98487;07.03.2025;Brownie;5;80.68;Zeynep
F51607;09.03.2025;Brownie;5;171.75;Mehmet
F83767;03.03.2025;Brownie;7;109.1;Mehmet
F45555;13.03.2025;Brownie;7;170.97;Mehmet
F72564;19.03.2025;Brownie;8;55.58;Mehmet
F35285;15.03.2025;Brownie;6;106.44;Mehmet
F82420;14.04.2025;Türk Kahvesi 100g;39;188.51;Mehmet
F95768;14.04.2025;Türk Kahvesi 100g;19;185.72;Mehmet
F37675;26.04.2025;Türk Kahvesi 100g;61;105.16;Ayşe
F44381;18.04.2025;Türk Kahvesi 100g;32;149.84;Mehmet
F58638;16.04.2025;Türk Kahvesi 100g;67;62.41;Zeynep
F29532;17.04.2025;Türk Kahvesi 100g;40;91.44;Mehmet
F11576;17.04.2025;Türk Kahvesi 100g;9;101.2;Mehmet
F18843;17.04.2025;Türk Kahvesi 100g;44;172.19;Mehmet
F10450;03.04.2025;Türk Kahvesi 100g;36;62.27;Zeynep
F70867;21.04.2025;Türk Kahvesi 100g;24;161.35;Zeynep
F48253;09.04.2025;Türk Kahvesi 100g;32;128.39;Ayşe
F13606;20.04.2025;Türk Kahvesi 100g;59;87.43;Mehmet
F32624;23.04.2025;Türk Kahvesi 100g;40;150.82;Ayşe
F74101;14.04.2025;Türk Kahvesi 100g;36;188.07;Ayşe
F55505;02.04.2025;Türk Kahvesi 100g;29;155.8;Mehmet
F79925;13.04.2025;Türk Kahvesi 100g;39;122.52;Ayşe
F62258;21.04.2025;Türk Kahvesi 100g;41;84.58;Mehmet
F98829;23.04.2025;Türk Kahvesi 100g;52;136.02;Zeynep
F72609;07.04.2025;Türk Kahvesi 100g;44;79.33;Zeynep
F27532;22.04.2025;Türk Kahvesi 100g;13;155.16;Mehmet
F77477;18.04.2025;Türk Kahvesi 100g;9;151.13;Ayşe
F58543;27.04.2025;Filtre Kahve 250g;5;181.21;Ayşe
F15104;05.04.2025;Filtre Kahve 250g;9;95.94;Ayşe
F52493;16.04.2025;Filtre Kahve 250g;13;187.79;Zeynep
F22604;25.04.2025;Filtre Kahve 250g;12;121.48;Ayşe
F32324;09.04.2025;Filtre Kahve 250g;10;178.08;Ayşe
F23288;02.04.2025;Filtre Kahve 250g;9;56.06;Mehmet
F70689;06.04.2025;Filtre Kahve 250g;7;109.81;Zeynep
F89951;15.04.2025;Filtre Kahve 250g;7;107.96;Ayşe
F88777;28.04.2025;Filtre Kahve 250g;11;75.59;Ayşe
F63511;27.04.2025;Filtre Kahve 250g;8;71.13;Mehmet
F83850;18.04.2025;Filtre Kahve 250g;10;181.17;Mehmet
F75636;18.04.2025;Filtre Kahve 250g;8;74.03;Zeynep
F54510;20.04.2025;Filtre Kahve 250g;10;102.85;Mehmet
F39774;23.04.2025;Filtre Kahve 250g;10;117.5;Mehmet
F52278;22.04.2025;Filtre Kahve 250g;2;139.87;Zeynep
F39558;26.04.2025;Filtre Kahve 250g;12;139.51;Mehmet
F57560;07.04.2025;Filtre Kahve 250g;8;62.69;Zeynep
F23435;26.04.2025;Filtre Kahve 250g;5;72.64;Ayşe
F44060;09.04.2025;Filtre Kahve 250g;8;62.34;Ayşe
F83789;28.04.2025;Filtre Kahve 250g;5;124.04;Mehmet
F78765;21.04.2025;Filtre Kahve 250g;4;182.95;Zeynep
F72068;22.04.2025;Filtre Kahve 250g;7;79.76;Mehmet
F92286;04.04.2025;Filtre Kahve 250g;3;172.9;Mehmet
F38333;03.04.2025;Sıcak Çikolata;35;107.42;Zeynep
F78132;05.04.2025;Sıcak Çikolata;54;91.76;Zeynep
F41484;24.04.2025;Sıcak Çikolata;40;113.6;Ayşe
F24028;01.04.2025;Sıcak Çikolata;48;185.74;Ayşe
F86027;25.04.2025;Sıcak Çikolata;29;187.83;Mehmet
F32744;07.04.2025;Sıcak Çikolata;56;182.09;Zeynep
F21383;03.04.2025;Sıcak Çikolata;26;145.95;Ayşe
F60351;18.04.2025;Sıcak Çikolata;29;172.57;Zeynep
F53750;07.04.2025;Sıcak Çikolata;28;177.09;Zeynep
F57113;02.04.2025;Sıcak Çikolata;43;64.05;Zeynep
F60360;19.04.2025;Sıcak Çikolata;39;50.44;Ayşe
F81654;28.04.2025;Sıcak Çikolata;57;147.94;Zeynep
F94767;07.04.2025;Sıcak Çikolata;20;145.4;Zeynep
F94882;26.04.2025;Sıcak Çikolata;68;103.69;Zeynep
F31886;22.04.2025;Sıcak Çikolata;25;63.77;Zeynep
F89745;21.04.2025;Sıcak Çikolata;39;178.35;Ayşe
F53567;09.04.2025;Sıcak Çikolata;60;75.37;Ayşe
F56299;14.04.2025;Sıcak Çikolata;44;187.2;Ayşe
F31029;02.04.2025;Sıcak Çikolata;25;187.9;Zeynep
F29153;27.04.2025;Sıcak Çikolata;26;125.66;Zeynep
F56153;27.04.2025;Sıcak Çikolata;35;153.24;Mehmet
F20758;18.04.2025;Sıcak Çikolata;24;140.52;Mehmet
F49400;05.04.2025;Yeşil Çay;8;55.7;Zeynep
F83347;03.04.2025;Yeşil Çay;16;103.13;Zeynep
F11755;23.04.2025;Yeşil Çay;14;72.44;Mehmet
F37371;16.04.2025;Yeşil Çay;13;182.83;Zeynep
F34188;14.04.2025;Yeşil Çay;8;116.66;Ayşe
F34507;15.04.2025;Yeşil Çay;12;89.85;Mehmet
F91508;26.04.2025;Yeşil Çay;10;147.48;Ayşe
F62014;04.04.2025;Yeşil Çay;17;166.31;Zeynep
F41879;21.04.2025;Yeşil Çay;11;102.32;Zeynep
F61390;23.04.2025;Yeşil Çay;19;79.32;Ayşe
F49808;17.04.2025;Yeşil Çay;6;92.97;Mehmet
F43765;12.04.2025;Yeşil Çay;17;66.14;Mehmet
F16107;04.04.2025;Yeşil Çay;15;155.64;Zeynep
F54476;09.04.2025;Yeşil Çay;12;179.89;Ayşe
F71330;16.04.2025;Yeşil Çay;10;81.03;Zeynep
F77690;19.04.2025;Yeşil Çay;11;50.11;Mehmet
F44898;10.04.2025;Yeşil Çay;8;124.03;Zeynep
F65410;25.04.2025;Yeşil Çay;16;56.05;Mehmet
F42675;25.04.2025;Yeşil Çay;14;150.22;Ayşe
F70595;28.04.2025;Sahlep;43;186.53;Mehmet
F14825;11.04.2025;Sahlep;32;103.22;Zeynep
F32547;13.04.2025;Sahlep;30;68.36;Ayşe
F79495;24.04.2025;Sahlep;31;120.18;Ayşe
F68054;27.04.2025;Sahlep;44;61.6;Mehmet
F48784;02.04.2025;Sahlep;33;86.24;Zeynep
F66041;10.04.2025;Sahlep;18;157.47;Ayşe
F56777;16.04.2025;Sahlep;57;118.77;Ayşe
F17842;21.04.2025;Sahlep;48;187.38;Ayşe
F46304;24.04.2025;Sahlep;16;181.51;Ayşe
F69514;15.04.2025;Sahlep;57;103.56;Mehmet
F15133;16.04.2025;Sahlep;24;72.73;Mehmet
F66817;23.04.2025;Sahlep;42;109.69;Mehmet
F68973;24.04.2025;Sahlep;8;164.34;Zeynep
F41838;17.04.2025;Sahlep;11;77.15;Zeynep
F90924;21.04.2025;Sahlep;18;64.86;Ayşe
F20184;07.04.2025;Sahlep;12;188.4;Ayşe
F55479;21.04.2025;Sahlep;25;51.07;Mehmet
F22788;13.04.2025;Sahlep;62;110.52;Mehmet
F72716;23.04.2025;Limonata 1L;5;116.27;Mehmet
F75776;26.04.2025;Limonata 1L;31;49.84;Mehmet
F11683;11.04.2025;Limonata 1L;45;73.01;Zeynep
F66361;24.04.2025;Limonata 1L;44;158.08;Mehmet
F37237;09.04.2025;Limonata 1L;51;65.75;Mehmet
F59955;21.04.2025;Limonata 1L;29;110.02;Zeynep
F77930;02.04.2025;Limonata 1L;36;159.63;Zeynep
F10826;09.04.2025;Limonata 1L;41;50.84;Ayşe
F84877;19.04.2025;Limonata 1L;23;188.58;Ayşe
F29190;17.04.2025;Limonata 1L;35;52.43;Ayşe
F90418;01.04.2025;Limonata 1L;31;146.36;Mehmet
F54166;28.04.2025;Limonata 1L;21;108.27;Ayşe
F78208;16.04.2025;Limonata 1L;48;113.54;Ayşe
F16123;12.04.2025;Limonata 1L;32;145.99;Zeynep
F89762;15.04.2025;Limonata 1L;31;80.05;Ayşe
F40789;02.04.2025;Limonata 1L;24;175.8;Mehmet
F14589;12.04.2025;Limonata 1L;22;144.44;Mehmet
F47156;18.04.2025;Limonata 1L;33;54.93;Mehmet
F78677;09.04.2025;Limonata 1L;18;46.46;Zeynep
F80816;12.04.2025;Limonata 1L;21;53.8;Zeynep
F80598;16.04.2025;Limonata 1L;29;146.22;Ayşe
F48860;10.04.2025;Limonata 1L;30;115.09;Zeynep
F39055;18.04.2025;Ihlamur;1;51.75;Mehmet
F48796;28.04.2025;Ihlamur;1;115.77;Ayşe
F81297;09.04.2025;Ihlamur;1;118.62;Ayşe
F49979;21.04.2025;Ihlamur;1;63.36;Ayşe
F45218;27.04.2025;Ihlamur;1;63.97;Ayşe
F51154;23.04.2025;Ihlamur;1;133.35;Zeynep
F42342;05.04.2025;Ihlamur;1;127.51;Zeynep
F35869;21.04.2025;Ihlamur;1;76.85;Mehmet
F50579;01.04.2025;Ihlamur;1;75.8;Ayşe
F35531;13.04.2025;Ihlamur;1;109.47;Mehmet
F78541;10.04.2025;Ihlamur;1;82.7;Mehmet
F55204;13.04.2025;Ihlamur;1;138.04;Zeynep
F94746;28.04.2025;Ihlamur;1;88.78;Ayşe
F64123;03.04.2025;Ihlamur;1;112.91;Zeynep
F93096;16.04.2025;Ihlamur;1;123.29;Zeynep
F74652;28.04.2025;Cheesecake Dilim;14;144.43;Ayşe
F71426;17.04.2025;Cheesecake Dilim;30;168.77;Ayşe
F69285;01.04.2025;Cheesecake Dilim;26;136.43;Mehmet
F18358;10.04.2025;Cheesecake Dilim;12;175.85;Mehmet
F91897;22.04.2025;Cheesecake Dilim;20;99.78;Ayşe
F90814;27.04.2025;Cheesecake Dilim;25;87.11;Mehmet
F37673;05.04.2025;Cheesecake Dilim;35;137.13;Ayşe
F43125;03.04.2025;Cheesecake Dilim;4;54.74;Zeynep
F97428;22.04.2025;Cheesecake Dilim;16;159.37;Ayşe
F78486;05.04.2025;Cheesecake Dilim;19;162.19;Mehmet
F76463;11.04.2025;Cheesecake Dilim;26;105.68;Ayşe
F50092;07.04.2025;Cheesecake Dilim;13;124.85;Zeynep
F63776;20.04.2025;Cheesecake Dilim;28;146.04;Mehmet
F87856;04.04.2025;Cheesecake Dilim;15;79.04;Mehmet
F27225;09.04.2025;Cheesecake Dilim;19;167.14;Zeynep
F51372;17.04.2025;Cheesecake Dilim;25;178.3;Ayşe
F62569;18.04.2025;San Sebastian;60;98.83;Mehmet
F85156;05.04.2025;San Sebastian;20;68.93;Ayşe
F11856;13.04.2025;San Sebastian;33;111.72;Mehmet
F77566;16.04.2025;San Sebastian;35;133.09;Mehmet
F82316;20.04.2025;San Sebastian;47;67.46;Zeynep
F49181;03.04.2025;San Sebastian;23;84.09;Mehmet
F61775;02.04.2025;San Sebastian;5;80.18;Mehmet
F31358;01.04.2025;San Sebastian;35;117.77;Zeynep
F81669;21.04.2025;San Sebastian;37;106.83;Zeynep
F19778;04.04.2025;San Sebastian;44;146.26;Mehmet
F10732;25.04.2025;San Sebastian;60;102.33;Zeynep
F56595;01.04.2025;San Sebastian;26;63.08;Mehmet
F20685;05.04.2025;San Sebastian;27;168.59;Zeynep
F46465;26.04.2025;San Sebastian;43;66.84;Ayşe
F54986;12.04.2025;San Sebastian;40;96.66;Zeynep
F55068;03.04.2025;San Sebastian;38;168.36;Mehmet
F28731;25.04.2025;San Sebastian;58;161.35;Zeynep
F61192;11.04.2025;San Sebastian;34;98.28;Ayşe
F34622;15.04.2025;San Sebastian;11;157.5;Ayşe
F22799;26.04.2025;San Sebastian;45;170.49;Ayşe
F42592;08.04.2025;San Sebastian;22;156.03;Mehmet
F37654;13.04.2025;San Sebastian;31;117.45;Zeynep
F62611;11.04.2025;San Sebastian;48;168.1;Ayşe
F91467;14.04.2025;San Sebastian;26;107.38;Mehmet
F46320;04.04.2025;Brownie;5;166.29;Zeynep
F18030;05.04.2025;Brownie;6;187.05;Mehmet
F38501;17.04.2025;Brownie;9;174.34;Mehmet
F15207;09.04.2025;Brownie;7;64.13;Mehmet
F89168;05.04.2025;Brownie;7;49.42;Zeynep
F60141;27.04.2025;Brownie;6;111.8;Ayşe
F10475;26.04.2025;Brownie;10;165.34;Mehmet
F48028;13.04.2025;Brownie;6;52.59;Zeynep
F73188;02.04.2025;Brownie;5;105.77;Zeynep
F44025;20.04.2025;Brownie;4;78.65;Zeynep
F16600;22.04.2025;Brownie;8;52.87;Zeynep
F24453;28.04.2025;Brownie;9;182.94;Zeynep
F81006;09.04.2025;Brownie;7;51.17;Zeynep
F12182;13.05.2025;Türk Kahvesi 100g;35;76.1;Mehmet
F63308;28.05.2025;Türk Kahvesi 100g;14;105.37;Zeynep
F93539;07.05.2025;Türk Kahvesi 100g;41;55.47;Mehmet
F13523;12.05.2025;Türk Kahvesi 100g;61;184.42;Mehmet
F14929;11.05.2025;Türk Kahvesi 100g;25;69.98;Ayşe
F93384;06.05.2025;Türk Kahvesi 100g;6;87.7;Zeynep
F49536;10.05.2025;Türk Kahvesi 100g;43;81.11;Ayşe
F11800;01.05.2025;Türk Kahvesi 100g;35;175.11;Mehmet
F37027;05.05.2025;Türk Kahvesi 100g;30;136.51;Mehmet
F43870;06.05.2025;Türk Kahvesi 100g;24;88.77;Zeynep
F28266;11.05.2025;Türk Kahvesi 100g;48;122.03;Ayşe
F99316;28.05.2025;Türk Kahvesi 100g;32;138.95;Zeynep
F85474;20.05.2025;Türk Kahvesi 100g;29;116.02;Mehmet
F27707;20.05.2025;Türk Kahvesi 100g;53;127.77;Zeynep
F76015;24.05.2025;Türk Kahvesi 100g;42;100.36;Mehmet
F19067;01.05.2025;Türk Kahvesi 100g;42;89.26;Ayşe
F42882;24.05.2025;Türk Kahvesi 100g;28;93.47;Mehmet
F29583;13.05.2025;Türk Kahvesi 100g;47;109.94;Ayşe
F71176;12.05.2025;Filtre Kahve 250g;6;124.58;Zeynep
F18194;20.05.2025;Filtre Kahve 250g;12;125.86;Mehmet
F67746;09.05.2025;Filtre Kahve 250g;7;161.92;Mehmet
F50285;14.05.2025;Filtre Kahve 250g;6;151.01;Ayşe
F50543;18.05.2025;Filtre Kahve 250g;11;68.29;Zeynep
F10565;24.05.2025;Filtre Kahve 250g;10;59.36;Mehmet
F64930;19.05.2025;Filtre Kahve 250g;10;138.1;Mehmet
F82055;23.05.2025;Filtre Kahve 250g;3;45.2;Ayşe
F22493;19.05.2025;Filtre Kahve 250g;1;79.18;Ayşe
F53351;26.05.2025;Filtre Kahve 250g;14;170.71;Zeynep
F39978;09.05.2025;Filtre Kahve 250g;7;155.76;Mehmet
F11105;26.05.2025;Filtre Kahve 250g;8;165.96;Zeynep
F40909;06.05.2025;Filtre Kahve 250g;3;45.61;Mehmet
F71490;21.05.2025;Filtre Kahve 250g;6;53.47;Ayşe
F80862;08.05.2025;Filtre Kahve 250g;14;72.61;Ayşe
F80516;19.05.2025;Filtre Kahve 250g;17;167.46;Mehmet
F89039;09.05.2025;Filtre Kahve 250g;6;102.44;Mehmet
F53389;27.05.2025;Filtre Kahve 250g;7;125.71;Mehmet
F58343;03.05.2025;Sıcak Çikolata;32;60.83;Mehmet
F19522;27.05.2025;Sıcak Çikolata;33;128.97;Zeynep
F46273;09.05.2025;Sıcak Çikolata;26;58.98;Zeynep
F46010;25.05.2025;Sıcak Çikolata;27;133.73;Ayşe
F57261;12.05.2025;Sıcak Çikolata;18;102.06;Mehmet
F22935;03.05.2025;Sıcak Çikolata;20;140.21;Mehmet
F93128;08.05.2025;Sıcak Çikolata;78;179.26;Mehmet
F42393;22.05.2025;Sıcak Çikolata;29;133.06;Ayşe
F19046;03.05.2025;Sıcak Çikolata;20;158.14;Zeynep
F77383;21.05.2025;Sıcak Çikolata;20;95.38;Zeynep
F83593;20.05.2025;Sıcak Çikolata;13;139.29;Zeynep
F30706;18.05.2025;Sıcak Çikolata;22;128.68;Zeynep
F26191;17.05.2025;Sıcak Çikolata;47;189.14;Mehmet
F73096;12.05.2025;Yeşil Çay;15;108.07;Mehmet
F97476;09.05.2025;Yeşil Çay;11;150.85;Zeynep
F40440;25.05.2025;Yeşil Çay;21;71.87;Ayşe
F30452;16.05.2025;Yeşil Çay;14;70.49;Mehmet
F28940;24.05.2025;Yeşil Çay;15;65.46;Mehmet
F78245;22.05.2025;Yeşil Çay;13;74.94;Zeynep
F26203;02.05.2025;Yeşil Çay;16;48.62;Ayşe
F84782;11.05.2025;Yeşil Çay;9;71.0;Ayşe
F17183;16.05.2025;Yeşil Çay;8;124.95;Mehmet
F67994;07.05.2025;Yeşil Çay;6;131.66;Ayşe
F59811;19.05.2025;Yeşil Çay;2;176.81;Ayşe
F87836;27.05.2025;Yeşil Çay;5;46.82;Mehmet
F18779;19.05.2025;Yeşil Çay;11;161.75;Ayşe
F56794;07.05.2025;Yeşil Çay;12;132.34;Mehmet
F62286;18.05.2025;Yeşil Çay;22;82.7;Mehmet
F81331;14.05.2025;Yeşil Çay;7;132.21;Ayşe
F55416;18.05.2025;Yeşil Çay;11;179.93;Zeynep
F33601;17.05.2025;Yeşil Çay;14;89.81;Ayşe
F38820;10.05.2025;Yeşil Çay;21;67.83;Ayşe
F94668;11.05.2025;Yeşil Çay;12;97.46;Zeynep
F71412;06.05.2025;Sahlep;1;106.59;Ayşe
F55159;22.05.2025;Sahlep;35;47.1;Ayşe
F24002;16.05.2025;Sahlep;51;72.97;Ayşe
F25589;13.05.2025;Sahlep;26;80.83;Ayşe
F83205;24.05.2025;Sahlep;40;168.81;Ayşe
F54435;15.05.2025;Sahlep;37;124.05;Zeynep
F19711;10.05.2025;Sahlep;31;165.74;Zeynep
F44904;18.05.2025;Sahlep;41;114.6;Ayşe
F88451;10.05.2025;Sahlep;44;62.28;Mehmet
F92639;23.05.2025;Sahlep;54;151.56;Zeynep
F48768;25.05.2025;Sahlep;57;50.76;Ayşe
F11334;06.05.2025;Sahlep;50;147.43;Ayşe
F10118;08.05.2025;Sahlep;39;100.97;Zeynep
F16353;12.05.2025;Sahlep;30;73.56;Ayşe
F80490;28.05.2025;Sahlep;56;106.45;Ayşe
F11587;01.05.2025;Limonata 1L;24;180.06;Mehmet
F80909;06.05.2025;Limonata 1L;21;129.41;Mehmet
F37777;12.05.2025;Limonata 1L;40;51.96;Zeynep
F67892;18.05.2025;Limonata 1L;26;147.14;Mehmet
F50458;20.05.2025;Limonata 1L;41;187.73;Ayşe
F59538;17.05.2025;Limonata 1L;35;96.68;Mehmet
F94434;19.05.2025;Limonata 1L;35;153.58;Ayşe
F26445;19.05.2025;Limonata 1L;27;139.69;Zeynep
F52461;20.05.2025;Limonata 1L;46;167.93;Mehmet
F41720;13.05.2025;Limonata 1L;18;58.31;Ayşe
F73803;24.05.2025;Limonata 1L;39;100.38;Mehmet
F10129;19.05.2025;Limonata 1L;40;116.77;Mehmet
F18867;07.05.2025;Limonata 1L;36;178.1;Ayşe
F42605;11.05.2025;Limonata 1L;44;172.35;Zeynep
F25089;12.05.2025;Limonata 1L;22;92.66;Mehmet
F76975;13.05.2025;Limonata 1L;30;76.23;Ayşe
F54103;17.05.2025;Limonata 1L;19;79.48;Zeynep
F21307;22.05.2025;Limonata 1L;18;159.06;Zeynep
F95248;10.05.2025;Limonata 1L;19;92.52;Zeynep
F90735;03.05.2025;Limonata 1L;21;169.2;Zeynep
F88512;20.05.2025;Ihlamur;1;139.77;Zeynep
F32558;21.05.2025;Ihlamur;1;61.78;Zeynep
F52577;05.05.2025;Ihlamur;1;163.62;Zeynep
F88479;22.05.2025;Ihlamur;1;58.2;Zeynep
F12530;18.05.2025;Ihlamur;1;182.73;Zeynep
F18586;24.05.2025;Ihlamur;1;65.44;Mehmet
F75047;22.05.2025;Ihlamur;1;75.69;Ayşe
F66926;17.05.2025;Ihlamur;1;174.74;Ayşe
F45336;06.05.2025;Ihlamur;1;106.19;Mehmet
F98732;06.05.2025;Ihlamur;1;139.96;Ayşe
F72699;11.05.2025;Ihlamur;1;110.76;Mehmet
F95164;12.05.2025;Ihlamur;1;180.67;Ayşe
F62462;14.05.2025;Ihlamur;1;112.85;Mehmet
F80596;13.05.2025;Ihlamur;1;189.8;Mehmet
F12190;10.05.2025;Ihlamur;1;164.66;Zeynep
F16222;25.05.2025;Ihlamur;1;163.49;Ayşe
F42938;04.05.2025;Ihlamur;1;130.98;Zeynep
F81967;21.05.2025;Ihlamur;1;102.34;Zeynep
F20033;07.05.2025;Ihlamur;1;147.89;Ayşe
F26188;06.05.2025;Ihlamur;1;102.74;Zeynep
F84290;12.05.2025;Cheesecake Dilim;29;57.06;Zeynep
F16168;04.05.2025;Cheesecake Dilim;25;168.19;Zeynep
F55323;20.05.2025;Cheesecake Dilim;24;153.64;Zeynep
F62795;11.05.2025;Cheesecake Dilim;24;111.53;Ayşe
F92709;10.05.2025;Cheesecake Dilim;40;67.68;Ayşe
F90174;12.05.2025;Cheesecake Dilim;28;111.82;Ayşe
F59360;08.05.2025;Cheesecake Dilim;21;145.77;Ayşe
F38751;05.05.2025;Cheesecake Dilim;9;140.74;Ayşe
F39699;12.05.2025;Cheesecake Dilim;16;79.21;Ayşe
F89200;02.05.2025;Cheesecake Dilim;39;86.35;Ayşe
F65089;01.05.2025;Cheesecake Dilim;39;119.59;Zeynep
F52066;11.05.2025;Cheesecake Dilim;27;92.87;Zeynep
F30467;20.05.2025;Cheesecake Dilim;30;65.6;Ayşe
F80901;20.05.2025;Cheesecake Dilim;28;150.19;Zeynep
F42892;10.05.2025;Cheesecake Dilim;27;174.59;Mehmet
F89734;23.05.2025;Cheesecake Dilim;22;75.42;Mehmet
F47128;25.05.2025;Cheesecake Dilim;23;124.73;Mehmet
F90974;12.05.2025;Cheesecake Dilim;10;163.21;Zeynep
F42175;13.05.2025;Cheesecake Dilim;36;142.26;Ayşe
F50814;14.05.2025;Cheesecake Dilim;18;149.48;Mehmet
F76636;24.05.2025;Cheesecake Dilim;16;188.92;Ayşe
F95480;15.05.2025;Cheesecake Dilim;13;148.95;Zeynep
F62394;18.05.2025;Cheesecake Dilim;12;127.05;Zeynep
F22854;25.05.2025;San Sebastian;64;107.09;Mehmet
F71835;23.05.2025;San Sebastian;7;124.94;Zeynep
F58250;14.05.2025;San Sebastian;48;118.9;Mehmet
F19146;08.05.2025;San Sebastian;66;126.05;Ayşe
F48163;06.05.2025;San Sebastian;26;61.44;Ayşe
F11453;21.05.2025;San Sebastian;42;188.83;Ayşe
F59565;01.05.2025;San Sebastian;30;111.18;Mehmet
F61329;22.05.2025;San Sebastian;28;182.41;Mehmet
F83920;18.05.2025;San Sebastian;50;47.14;Ayşe
F94624;05.05.2025;San Sebastian;37;115.72;Ayşe
F53791;21.05.2025;San Sebastian;48;149.39;Ayşe
F96395;06.05.2025;San Sebastian;36;175.05;Zeynep
F78026;11.05.2025;San Sebastian;35;179.58;Ayşe
F64464;11.05.2025;San Sebastian;11;167.88;Ayşe
F75351;17.05.2025;San Sebastian;20;112.13;Mehmet
F72960;02.05.2025;San Sebastian;21;58.27;Ayşe
F85838;15.05.2025;San Sebastian;17;185.83;Zeynep
F16236;16.05.2025;San Sebastian;44;128.95;Mehmet
F60121;17.05.2025;San Sebastian;16;181.76;Zeynep
F95124;17.05.2025;Brownie;4;173.01;Mehmet
F17567;26.05.2025;Brownie;4;185.74;Ayşe
F66509;26.05.2025;Brownie;8;148.75;Mehmet
F85652;21.05.2025;Brownie;4;172.54;Ayşe
F61480;05.05.2025;Brownie;4;114.0;Mehmet
F52746;15.05.2025;Brownie;9;114.94;Zeynep
F87075;24.05.2025;Brownie;4;110.39;Ayşe
F49111;24.05.2025;Brownie;9;97.23;Zeynep
F73443;19.05.2025;Brownie;5;112.0;Mehmet
F63723;17.05.2025;Brownie;5;48.99;Ayşe
F42238;21.05.2025;Brownie;8;77.34;Mehmet
F30242;27.05.2025;Brownie;6;150.91;Zeynep
F35672;05.05.2025;Brownie;6;114.82;Mehmet
F42011;08.05.2025;Brownie;4;122.33;Ayşe
F95306;06.05.2025;Brownie;7;152.93;Mehmet
F52225;11.05.2025;Brownie;5;187.33;Zeynep
F85198;12.06.2025;Türk Kahvesi 100g;31;146.51;Mehmet
F95451;05.06.2025;Türk Kahvesi 100g;19;82.22;Zeynep
F61590;10.06.2025;Türk Kahvesi 100g;47;182.46;Mehmet
F78279;19.06.2025;Türk Kahvesi 100g;26;177.26;Ayşe
F76470;11.06.2025;Türk Kahvesi 100g;38;102.46;Ayşe
F53995;16.06.2025;Türk Kahvesi 100g;31;73.78;Mehmet
F20417;02.06.2025;Türk Kahvesi 100g;2;119.62;Ayşe
F98333;12.06.2025;Türk Kahvesi 100g;25;100.77;Mehmet
